SNOMEDCode,description
'2435711000001109,Temazepam 10mg/5ml oral solution sugar free (Kent Pharmaceuticals Ltd)
'2436011000001103,Temazepam 10mg/5ml oral solution sugar free (Kent Pharmaceuticals Ltd)
'713511000001104,Temazepam 10mg/5ml oral solution sugar free (Sandoz Ltd)
'2436111000001102,Temazepam 10mg/5ml oral solution sugar free (Sandoz Ltd)
'844311000001101,Temazepam 10mg/5ml oral solution sugar free (Pfizer Ltd)
'2436311000001100,Temazepam 10mg/5ml oral solution sugar free (Pfizer Ltd)
'852811000001101,Temazepam 10mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)
'2436611000001105,Temazepam 10mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)
'2436811000001109,Temazepam 10mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)
'613611000001107,Temazepam 10mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
'2437111000001104,Temazepam 10mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
'13739311000001107,Temazepam 10mg/5ml oral solution sugar free (Advanz Pharma)
'13739411000001100,Temazepam 10mg/5ml oral solution sugar free (Advanz Pharma)
'17811511000001103,Temazepam 10mg/5ml oral solution sugar free (Phoenix Healthcare Distribution Ltd)
'17811611000001104,Temazepam 10mg/5ml oral solution sugar free (Phoenix Healthcare Distribution Ltd)
'21785011000001108,Temazepam 10mg/5ml oral solution sugar free (Waymade Healthcare Plc)
'21785111000001109,Temazepam 10mg/5ml oral solution sugar free (Waymade Healthcare Plc)
'35100011000001109,Temazepam 10mg/5ml oral solution sugar free (Thame Laboratories Ltd)
'35100111000001105,Temazepam 10mg/5ml oral solution sugar free (Thame Laboratories Ltd)
'321120004,Loprazolam 1mg tablets
'1108011000001105,Loprazolam 1mg tablets
'10546111000001100,Loprazolam 1mg tablets
'436211000001107,Loprazolam 1mg tablets (Zentiva)
'2599011000001106,Loprazolam 1mg tablets (Zentiva)
'526811000001102,Loprazolam 1mg tablets (Alliance Healthcare (Distribution) Ltd)
'2599811000001100,Loprazolam 1mg tablets (Alliance Healthcare (Distribution) Ltd)
'10545811000001104,Loprazolam 1mg tablets (Waymade Healthcare Plc)
'11765611000001104,Loprazolam 1mg tablets (Waymade Healthcare Plc)
'10546211000001106,Loprazolam 1mg tablets (Waymade Healthcare Plc)
'13174911000001103,Loprazolam 1mg tablets (Dowelhurst Ltd)
'13175011000001103,Loprazolam 1mg tablets (Dowelhurst Ltd)
'13774911000001109,Loprazolam 1mg tablets (A A H Pharmaceuticals Ltd)
'16650411000001107,Loprazolam 1mg tablets (A A H Pharmaceuticals Ltd)
'13775011000001109,Loprazolam 1mg tablets (A A H Pharmaceuticals Ltd)
'13925611000001106,Loprazolam 1mg tablets (DE Pharmaceuticals)
'13925711000001102,Loprazolam 1mg tablets (DE Pharmaceuticals)
'14331711000001109,Loprazolam 1mg tablets (Sigma Pharmaceuticals Plc)
'14331811000001101,Loprazolam 1mg tablets (Sigma Pharmaceuticals Plc)
'14331911000001106,Loprazolam 1mg tablets (Sigma Pharmaceuticals Plc)
'16201811000001108,Loprazolam 1mg tablets (Lexon (UK) Ltd)
'16201911000001103,Loprazolam 1mg tablets (Lexon (UK) Ltd)
'16202111000001106,Loprazolam 1mg tablets (Lexon (UK) Ltd)
'16510211000001107,Loprazolam 1mg tablets (Mawdsley-Brooks & Company Ltd)
'16510411000001106,Loprazolam 1mg tablets (Mawdsley-Brooks & Company Ltd)
'16553011000001100,Loprazolam 1mg tablets (Stephar (U.K.) Ltd)
'16553111000001104,Loprazolam 1mg tablets (Stephar (U.K.) Ltd)
'22073411000001107,Loprazolam 1mg tablets (Waymade Healthcare Plc)
'22073511000001106,Loprazolam 1mg tablets (Waymade Healthcare Plc)
'321199006,Diazepam 2mg/5ml oral solution
'1133111000001105,Diazepam 2mg/5ml oral solution
'1292611000001104,Diazepam 2mg/5ml oral solution
'753911000001101,Diazepam 2mg/5ml oral solution (A A H Pharmaceuticals Ltd)
'2639211000001102,Diazepam 2mg/5ml oral solution (A A H Pharmaceuticals Ltd)
'2639311000001105,Diazepam 2mg/5ml oral solution (A A H Pharmaceuticals Ltd)
'182011000001108,Diazepam 2mg/5ml oral solution (Sandoz Ltd)
'2639411000001103,Diazepam 2mg/5ml oral solution (Sandoz Ltd)
'2639511000001104,Diazepam 2mg/5ml oral solution (Sandoz Ltd)
'8892111000001109,Diazepam 2mg/5ml oral solution (Actavis UK Ltd)
'8892511000001100,Diazepam 2mg/5ml oral solution (Actavis UK Ltd)
'11248711000001102,Diazepam 2mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd)
'11248811000001105,Diazepam 2mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd)
'15106611000001102,Diazepam 2mg/5ml oral solution (Sigma Pharmaceuticals Plc)
'15106811000001103,Diazepam 2mg/5ml oral solution (Sigma Pharmaceuticals Plc)
'321203006,Diazepam 5mg/5ml oral solution
'1264311000001104,Diazepam 5mg/5ml oral solution
'109111000001104,Diazepam 5mg/5ml oral solution (A A H Pharmaceuticals Ltd)
'2645711000001108,Diazepam 5mg/5ml oral solution (A A H Pharmaceuticals Ltd)
'798311000001103,Diazepam 5mg/5ml oral solution (Sandoz Ltd)
'2645911000001105,Diazepam 5mg/5ml oral solution (Sandoz Ltd)
'22326511000001101,Diazepam 5mg/5ml oral solution (AM Distributions (Yorkshire) Ltd)
'22326611000001102,Diazepam 5mg/5ml oral solution (AM Distributions (Yorkshire) Ltd)
'36135311000001107,Chloral hydrate 143.3mg/5ml oral solution BP
'1010911000001100,Chloral hydrate 143.3mg/5ml oral solution BP
'179511000001101,Welldorm 143.3mg/5ml elixir (Marlborough Pharmaceuticals Ltd)
'2758011000001108,Welldorm 143.3mg/5ml elixir (Marlborough Pharmaceuticals Ltd)
'24777811000001105,Chloral hydrate 143.3mg/5ml oral solution BP (Marlborough Pharmaceuticals Ltd)
'24777911000001100,Chloral hydrate 143.3mg/5ml oral solution BP (Marlborough Pharmaceuticals Ltd)
'25826211000001104,Chloral hydrate 143.3mg/5ml oral solution BP (Alliance Healthcare (Distribution) Ltd)
'25826411000001100,Chloral hydrate 143.3mg/5ml oral solution BP (Alliance Healthcare (Distribution) Ltd)
'25868711000001102,Chloral hydrate 143.3mg/5ml oral solution BP (A A H Pharmaceuticals Ltd)
'25868911000001100,Chloral hydrate 143.3mg/5ml oral solution BP (A A H Pharmaceuticals Ltd)
'27727911000001107,Chloral hydrate 143.3mg/5ml oral solution BP (Waymade Healthcare Plc)
'27728011000001109,Chloral hydrate 143.3mg/5ml oral solution BP (Waymade Healthcare Plc)
'321097005,Cloral betaine 707mg tablets
'2909311000001101,Cloral betaine 707mg tablets
'2909511000001107,Welldorm 707mg tablets (Marlborough Pharmaceuticals Ltd)
'2909611000001106,Welldorm 707mg tablets (Marlborough Pharmaceuticals Ltd)
'24777311000001101,Cloral betaine 707mg tablets (Marlborough Pharmaceuticals Ltd)
'24777511000001107,Cloral betaine 707mg tablets (Marlborough Pharmaceuticals Ltd)
'25825111000001104,Cloral betaine 707mg tablets (Alliance Healthcare (Distribution) Ltd)
'25825711000001103,Cloral betaine 707mg tablets (Alliance Healthcare (Distribution) Ltd)
'25868011000001104,Cloral betaine 707mg tablets (A A H Pharmaceuticals Ltd)
'25868211000001109,Cloral betaine 707mg tablets (A A H Pharmaceuticals Ltd)
'26708311000001100,Cloral betaine 707mg tablets (Waymade Healthcare Plc)
'26708411000001107,Cloral betaine 707mg tablets (Waymade Healthcare Plc)
'321129003,Nitrazepam 2.5mg/5ml oral suspension
'3166111000001100,Nitrazepam 2.5mg/5ml oral suspension
'30936711000001107,Nitrazepam 2.5mg/5ml oral suspension
'3166211000001106,Somnite 2.5mg/5ml oral suspension (Norgine Pharmaceuticals Ltd)
'3166311000001103,Somnite 2.5mg/5ml oral suspension (Norgine Pharmaceuticals Ltd)
'24328411000001107,Nitrazepam 2.5mg/5ml oral suspension (Essential Pharma Ltd)
'24328511000001106,Nitrazepam 2.5mg/5ml oral suspension (Essential Pharma Ltd)
'30936811000001104,Nitrazepam 2.5mg/5ml oral suspension (Essential Pharma Ltd)
'28040211000001108,Nitrazepam 2.5mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'28040311000001100,Nitrazepam 2.5mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'31068011000001103,Nitrazepam 2.5mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'31065311000001109,Nitrazepam 2.5mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'31065411000001102,Nitrazepam 2.5mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'321184006,Zolpidem 10mg tablets
'3199211000001104,Zolpidem 10mg tablets
'5414211000001109,Zolpidem 10mg tablets
'3199611000001102,Stilnoct 10mg tablets (Sanofi)
'3199911000001108,Stilnoct 10mg tablets (Sanofi)
'3200311000001103,Zolpidem 10mg tablets (A A H Pharmaceuticals Ltd)
'3200711000001104,Zolpidem 10mg tablets (A A H Pharmaceuticals Ltd)
'3201011000001105,Zolpidem 10mg tablets (Teva UK Ltd)
'3201311000001108,Zolpidem 10mg tablets (Teva UK Ltd)
'3201511000001102,Zolpidem 10mg tablets (Kent Pharmaceuticals Ltd)
'3201811000001104,Zolpidem 10mg tablets (Kent Pharmaceuticals Ltd)
'3203211000001101,Zolpidem 10mg tablets (Sandoz Ltd)
'3203911000001105,Zolpidem 10mg tablets (Sandoz Ltd)
'3204411000001104,Zolpidem 10mg tablets (Alliance Healthcare (Distribution) Ltd)
'3204811000001102,Zolpidem 10mg tablets (Alliance Healthcare (Distribution) Ltd)
'3660211000001105,Zolpidem 10mg tablets (Actavis UK Ltd)
'3660411000001109,Zolpidem 10mg tablets (Actavis UK Ltd)
'4231211000001109,Zolpidem 10mg tablets (IVAX Pharmaceuticals UK Ltd)
'4231311000001101,Zolpidem 10mg tablets (IVAX Pharmaceuticals UK Ltd)
'4821911000001108,Zolpidem 10mg tablets (Genus Pharmaceuticals Ltd)
'4822111000001100,Zolpidem 10mg tablets (Genus Pharmaceuticals Ltd)
'5334411000001106,Zolpidem 10mg tablets (Mylan)
'5334811000001108,Zolpidem 10mg tablets (Mylan)
'5414411000001108,Stilnoct 10mg tablets (Waymade Healthcare Plc)
'12561911000001108,Stilnoct 10mg tablets (Waymade Healthcare Plc)
'5414511000001107,Stilnoct 10mg tablets (Waymade Healthcare Plc)
'5583411000001103,Stilnoct 10mg tablets (Dowelhurst Ltd)
'5583511000001104,Stilnoct 10mg tablets (Dowelhurst Ltd)
'5618811000001100,Zolpidem 10mg tablets (Dowelhurst Ltd)
'5618911000001105,Zolpidem 10mg tablets (Dowelhurst Ltd)
'13763711000001102,Zolpidem 10mg tablets (Tillomed Laboratories Ltd)
'13763811000001105,Zolpidem 10mg tablets (Tillomed Laboratories Ltd)
'16251311000001108,Stilnoct 10mg tablets (Lexon (UK) Ltd)
'16251411000001101,Stilnoct 10mg tablets (Lexon (UK) Ltd)
'17877511000001100,Zolpidem 10mg tablets (Phoenix Healthcare Distribution Ltd)
'17877611000001101,Zolpidem 10mg tablets (Phoenix Healthcare Distribution Ltd)
'18560311000001107,Zolpidem 10mg tablets (Bristol Laboratories Ltd)
'18560411000001100,Zolpidem 10mg tablets (Bristol Laboratories Ltd)
'20920211000001100,Zolpidem 10mg tablets (Zentiva)
'20920311000001108,Zolpidem 10mg tablets (Zentiva)
'21921611000001100,Zolpidem 10mg tablets (Waymade Healthcare Plc)
'21921711000001109,Zolpidem 10mg tablets (Waymade Healthcare Plc)
'22711611000001103,Zolpidem 10mg tablets (DE Pharmaceuticals)
'22711811000001104,Zolpidem 10mg tablets (DE Pharmaceuticals)
'30946511000001101,Zolpidem 10mg tablets (Mawdsley-Brooks & Company Ltd)
'30946611000001102,Zolpidem 10mg tablets (Mawdsley-Brooks & Company Ltd)
'321183000,Zolpidem 5mg tablets
'3205711000001109,Zolpidem 5mg tablets
'3206111000001102,Stilnoct 5mg tablets (Sanofi)
'3206511000001106,Stilnoct 5mg tablets (Sanofi)
'3206911000001104,Zolpidem 5mg tablets (A A H Pharmaceuticals Ltd)
'3207311000001102,Zolpidem 5mg tablets (A A H Pharmaceuticals Ltd)
'3207711000001103,Zolpidem 5mg tablets (Teva UK Ltd)
'3208011000001104,Zolpidem 5mg tablets (Teva UK Ltd)
'3208711000001102,Zolpidem 5mg tablets (Kent Pharmaceuticals Ltd)
'3208911000001100,Zolpidem 5mg tablets (Kent Pharmaceuticals Ltd)
'3210511000001106,Zolpidem 5mg tablets (Sandoz Ltd)
'3210611000001105,Zolpidem 5mg tablets (Sandoz Ltd)
'3211011000001107,Zolpidem 5mg tablets (Alliance Healthcare (Distribution) Ltd)
'3211111000001108,Zolpidem 5mg tablets (Alliance Healthcare (Distribution) Ltd)
'3660911000001101,Zolpidem 5mg tablets (Actavis UK Ltd)
'3661111000001105,Zolpidem 5mg tablets (Actavis UK Ltd)
'4231011000001104,Zolpidem 5mg tablets (IVAX Pharmaceuticals UK Ltd)
'4231111000001103,Zolpidem 5mg tablets (IVAX Pharmaceuticals UK Ltd)
'4821611000001102,Zolpidem 5mg tablets (Genus Pharmaceuticals Ltd)
'4821711000001106,Zolpidem 5mg tablets (Genus Pharmaceuticals Ltd)
'12561711000001106,Stilnoct 5mg tablets (Waymade Healthcare Plc)
'12561811000001103,Stilnoct 5mg tablets (Waymade Healthcare Plc)
'17877311000001106,Zolpidem 5mg tablets (Phoenix Healthcare Distribution Ltd)
'17877411000001104,Zolpidem 5mg tablets (Phoenix Healthcare Distribution Ltd)
'18560111000001105,Zolpidem 5mg tablets (Bristol Laboratories Ltd)
'18560211000001104,Zolpidem 5mg tablets (Bristol Laboratories Ltd)
'20920011000001105,Zolpidem 5mg tablets (Zentiva)
'20920111000001106,Zolpidem 5mg tablets (Zentiva)
'21921411000001103,Zolpidem 5mg tablets (Waymade Healthcare Plc)
'21921511000001104,Zolpidem 5mg tablets (Waymade Healthcare Plc)
'22656311000001100,Zolpidem 5mg tablets (DE Pharmaceuticals)
'22656411000001107,Zolpidem 5mg tablets (DE Pharmaceuticals)
'321173004,Triclofos 500mg/5ml oral solution
'3745811000001103,Triclofos 500mg/5ml oral solution
'3745911000001108,Triclofos 500mg/5ml oral solution (A A H Pharmaceuticals Ltd)
'3746011000001100,Triclofos 500mg/5ml oral solution (A A H Pharmaceuticals Ltd)
'3746111000001104,Triclofos 500mg/5ml oral solution (Focus Pharmaceuticals Ltd)
'3746211000001105,Triclofos 500mg/5ml oral solution (Focus Pharmaceuticals Ltd)
'3746311000001102,Triclofos 500mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd)
'3746411000001109,Triclofos 500mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd)
'348476002,Promethazine hydrochloride 20mg tablets
'4214511000001100,Promethazine hydrochloride 20mg tablets
'10899811000001108,Promethazine hydrochloride 20mg tablets
'4214611000001101,Sominex 20mg tablets (Teva UK Ltd)
'4214711000001105,Sominex 20mg tablets (Teva UK Ltd)
'10899911000001103,Sominex 20mg tablets (Teva UK Ltd)
'4316811000001103,Chloral hydrate crystals
'4293111000001108,Chloral hydrate crystals
'4293311000001105,Chloral hydrate crystals
'4293411000001103,Chloral hydrate crystals
'4293611000001100,Chloral hydrate crystals (A A H Pharmaceuticals Ltd)
'4294011000001109,Chloral hydrate crystals (A A H Pharmaceuticals Ltd)
'4294311000001107,Chloral hydrate crystals (A A H Pharmaceuticals Ltd)
'4294611000001102,Chloral hydrate crystals (J M Loveridge Ltd)
'4294911000001108,Chloral hydrate crystals (J M Loveridge Ltd)
'4295211000001103,Chloral hydrate crystals (J M Loveridge Ltd)
'4295411000001104,Chloral hydrate crystals (Alliance Healthcare (Distribution) Ltd)
'4295711000001105,Chloral hydrate crystals (Alliance Healthcare (Distribution) Ltd)
'321117007,Flurazepam 15mg capsules
'4657411000001104,Flurazepam 15mg capsules
'4657511000001100,Dalmane 15mg capsules (Meda Pharmaceuticals Ltd)
'4657611000001101,Dalmane 15mg capsules (Meda Pharmaceuticals Ltd)
'28920711000001105,Dalmane 15mg capsules (Waymade Healthcare Plc)
'28920811000001102,Dalmane 15mg capsules (Waymade Healthcare Plc)
'321118002,Flurazepam 30mg capsules
'4657711000001105,Flurazepam 30mg capsules
'4657811000001102,Dalmane 30mg capsules (Meda Pharmaceuticals Ltd)
'4658011000001109,Dalmane 30mg capsules (Meda Pharmaceuticals Ltd)
'321112001,Flunitrazepam 1mg tablets
'4660011000001103,Flunitrazepam 1mg tablets
'4660211000001108,Rohypnol 1mg tablets (Roche Products Ltd)
'4660311000001100,Rohypnol 1mg tablets (Roche Products Ltd)
'4978211000001102,Temazepam 10mg/5ml oral solution unit dose vials sugar free
'4975311000001101,Temazepam 10mg/5ml oral solution unit dose vials sugar free
'4976511000001100,Temazepam 10mg/5ml oral solution unit dose vials sugar free (Pfizer Ltd)
'4976711000001105,Temazepam 10mg/5ml oral solution unit dose vials sugar free (Pfizer Ltd)
'4976911000001107,Temazepam 10mg/5ml oral solution unit dose vials sugar free (Alliance Healthcare (Distribution) Ltd)
'4977011000001106,Temazepam 10mg/5ml oral solution unit dose vials sugar free (Alliance Healthcare (Distribution) Ltd)
'7877711000001106,Melatonin 3mg tablets
'7310911000001102,Melatonin 3mg tablets
'14034211000001104,Melatonin 3mg tablets
'7311311000001108,Bio-Melatonin 3mg tablets (Imported (Denmark))
'7317211000001105,Bio-Melatonin 3mg tablets (Imported (Denmark))
'7871511000001107,HealthAid Melatonin 3mg tablets (Imported (United States))
'7871811000001105,HealthAid Melatonin 3mg tablets (Imported (United States))
'14034311000001107,Melatonin 3mg tablets (Special Order)
'14034411000001100,Melatonin 3mg tablets (Special Order)
'7720711000001106,Melatonin 10mg capsules
'7716011000001102,Melatonin 10mg capsules
'14239311000001101,Melatonin 10mg capsules
'7716111000001101,Melatonin 10mg capsules (Imported (United States))
'7716211000001107,Melatonin 10mg capsules (Imported (United States))
'14239411000001108,Melatonin 10mg capsules (Special Order)
'14239511000001107,Melatonin 10mg capsules (Special Order)
'7720811000001103,Melatonin 1mg capsules
'7717811000001105,Melatonin 1mg capsules
'34803211000001108,Melatonin 1mg capsules
'7717911000001100,Melatonin 1mg capsules (Imported (United States))
'7718011000001103,Melatonin 1mg capsules (Imported (United States))
'34803311000001100,Melatonin 1mg capsules (Special Order)
'34803411000001107,Melatonin 1mg capsules (Special Order)
'7821411000001107,Melatonin 3mg modified-release capsules
'7722711000001105,Melatonin 3mg modified-release capsules
'34804411000001105,Melatonin 3mg modified-release capsules
'7722811000001102,Melatonin 3mg modified-release capsules (Imported (United States))
'7722911000001107,Melatonin 3mg modified-release capsules (Imported (United States))
'34804511000001109,Melatonin 3mg modified-release capsules (Special Order)
'34804611000001108,Melatonin 3mg modified-release capsules (Special Order)
'7821111000001102,Melatonin 2.5mg capsules
'7723011000001104,Melatonin 2.5mg capsules
'34803811000001109,Melatonin 2.5mg capsules
'7723411000001108,Melatonin 2.5mg capsules (Imported (United States))
'7723511000001107,Melatonin 2.5mg capsules (Imported (United States))
'34803911000001104,Melatonin 2.5mg capsules (Special Order)
'34804011000001101,Melatonin 2.5mg capsules (Special Order)
'7821311000001100,Melatonin 3mg capsules
'7723111000001103,Melatonin 3mg capsules
'7884711000001109,Melatonin 3mg capsules
'11485611000001105,Melatonin 3mg capsules
'7884811000001101,Melatonin 3mg capsules (Imported (United States))
'11935311000001105,Melatonin 3mg capsules (Imported (United States))
'7884911000001106,Melatonin 3mg capsules (Imported (United States))
'23611211000001103,Melatonin 3mg capsules (Special Order)
'23611311000001106,Melatonin 3mg capsules (Special Order)
'24015911000001103,Melatonin 3mg capsules (Imported (Denmark))
'24016011000001106,Melatonin 3mg capsules (Imported (Denmark))
'28413211000001101,Icenia Melatonin 3mg capsules (Imported (Bulgaria))
'28413311000001109,Icenia Melatonin 3mg capsules (Imported (Bulgaria))
'7821511000001106,Melatonin 500microgram capsules
'7723611000001106,Melatonin 500microgram capsules
'34805011000001102,Melatonin 500microgram capsules
'7724011000001102,Melatonin 500microgram capsules (Imported (United States))
'7724111000001101,Melatonin 500microgram capsules (Imported (United States))
'34805111000001101,Melatonin 500microgram capsules (Special Order)
'34805211000001107,Melatonin 500microgram capsules (Special Order)
'7821211000001108,Melatonin 20mg capsules
'7724211000001107,Melatonin 20mg capsules
'15874511000001109,Melatonin 20mg capsules
'7724311000001104,S.Gard 20mg capsules (Imported (United States))
'7724411000001106,S.Gard 20mg capsules (Imported (United States))
'15874711000001104,Melatonin 20mg capsules (Special Order)
'15874811000001107,Melatonin 20mg capsules (Special Order)
'7875811000001108,Melatonin 1mg tablets
'7839811000001108,Melatonin 1mg tablets
'7839911000001103,Melatonin 1mg tablets
'7840111000001105,Melatonin 1mg tablets
'34803511000001106,Melatonin 1mg tablets
'7841111000001104,Melatonin 1mg tablets (Imported (United States))
'7841311000001102,Melatonin 1mg tablets (Imported (United States))
'34803611000001105,Melatonin 1mg tablets (Special Order)
'34803711000001101,Melatonin 1mg tablets (Special Order)
'7875911000001103,Melatonin 5mg capsules
'7852311000001108,Melatonin 5mg capsules
'34805311000001104,Melatonin 5mg capsules
'34848111000001102,Melatonin 5mg capsules
'7853111000001100,Melatonin 5mg capsules (Imported (United States))
'7853211000001106,Melatonin 5mg capsules (Imported (United States))
'34805411000001106,Melatonin 5mg capsules (Special Order)
'34805511000001105,Melatonin 5mg capsules (Special Order)
'34848011000001103,Icenia Melatonin 5mg capsules (Imported (Bulgaria))
'34848211000001108,Icenia Melatonin 5mg capsules (Imported (Bulgaria))
'8025411000001104,Melatonin 2mg modified-release tablets
'8025611000001101,Melatonin 2mg modified-release tablets
'13506011000001109,Melatonin 2mg modified-release tablets
'19684211000001101,Melatonin 2mg modified-release tablets
'8026311000001101,Twinlab Melatonin 2mg modified-release tablets (Tree of Life UK Ltd)
'8026411000001108,Twinlab Melatonin 2mg modified-release tablets (Tree of Life UK Ltd)
'13506111000001105,Circadin 2mg modified-release tablets (Flynn Pharma Ltd)
'13506211000001104,Circadin 2mg modified-release tablets (Flynn Pharma Ltd)
'19684311000001109,Circadin 2mg modified-release tablets (Flynn Pharma Ltd)
'16149611000001102,Circadin 2mg modified-release tablets (Lexon (UK) Ltd)
'16149711000001106,Circadin 2mg modified-release tablets (Lexon (UK) Ltd)
'16200811000001100,Circadin 2mg modified-release tablets (Waymade Healthcare Plc)
'16200911000001105,Circadin 2mg modified-release tablets (Waymade Healthcare Plc)
'22704711000001108,Circadin 2mg modified-release tablets (Waymade Healthcare Plc)
'16502911000001102,Circadin 2mg modified-release tablets (Mawdsley-Brooks & Company Ltd)
'16503011000001105,Circadin 2mg modified-release tablets (Mawdsley-Brooks & Company Ltd)
'17535211000001109,Circadin 2mg modified-release tablets (Sigma Pharmaceuticals Plc)
'17535311000001101,Circadin 2mg modified-release tablets (Sigma Pharmaceuticals Plc)
'18489611000001100,Circadin 2mg modified-release tablets (Necessity Supplies Ltd)
'18489711000001109,Circadin 2mg modified-release tablets (Necessity Supplies Ltd)
'18569111000001100,Circadin 2mg modified-release tablets (DE Pharmaceuticals)
'18569211000001106,Circadin 2mg modified-release tablets (DE Pharmaceuticals)
'8027211000001106,Melatonin 500microgram tablets
'8027411000001105,Melatonin 500microgram tablets
'15875011000001102,Melatonin 500microgram tablets
'8027811000001107,VesPro Melatonin 500microgram tablets (Imported (United States))
'8027911000001102,VesPro Melatonin 500microgram tablets (Imported (United States))
'15875111000001101,Melatonin 500microgram tablets (Special Order)
'15875211000001107,Melatonin 500microgram tablets (Special Order)
'8115811000001104,Generic Sominex Herbal tablets
'8113511000001101,Generic Sominex Herbal tablets
'8113611000001102,Sominex Herbal tablets (Teva UK Ltd)
'8113711000001106,Sominex Herbal tablets (Teva UK Ltd)
'8357311000001100,Chloral hydrate 1g/5ml oral solution BP
'8333511000001102,Chloral hydrate 1g/5ml oral solution BP
'20156911000001109,Chloral hydrate 1g/5ml oral solution BP
'20157011000001108,Chloral hydrate 1g/5ml oral solution BP
'8333911000001109,Chloral hydrate 1g/5ml oral solution BP (Drug Tariff Special Order)
'8334111000001108,Chloral hydrate 1g/5ml oral solution BP (Drug Tariff Special Order)
'20157111000001109,Chloral hydrate 1g/5ml oral solution BP (Drug Tariff Special Order)
'20157211000001103,Chloral hydrate 1g/5ml oral solution BP (Drug Tariff Special Order)
'8357411000001107,Chloral hydrate 200mg/5ml oral solution BP
'8334211000001102,Chloral hydrate 200mg/5ml oral solution BP
'20157311000001106,Chloral hydrate 200mg/5ml oral solution BP
'20157411000001104,Chloral hydrate 200mg/5ml oral solution BP
'20157511000001100,Chloral hydrate 200mg/5ml oral solution BP
'20157611000001101,Chloral hydrate 200mg/5ml oral solution BP
'8334411000001103,Chloral hydrate 200mg/5ml oral solution BP (Special Order)
'8334511000001104,Chloral hydrate 200mg/5ml oral solution BP (Special Order)
'20157711000001105,Chloral hydrate 200mg/5ml oral solution BP (Special Order)
'20157811000001102,Chloral hydrate 200mg/5ml oral solution BP (Special Order)
'20157911000001107,Chloral hydrate 200mg/5ml oral solution BP (Special Order)
'20158011000001109,Chloral hydrate 200mg/5ml oral solution BP (Special Order)
'8357111000001102,Chloral hydrate 100mg/5ml oral solution BP
'8334311000001105,Chloral hydrate 100mg/5ml oral solution BP
'8334711000001109,Chloral hydrate 100mg/5ml oral solution BP (Special Order)
'8334811000001101,Chloral hydrate 100mg/5ml oral solution BP (Special Order)
'8358011000001102,Chloral hydrate 5g/5ml oral solution BP
'8335011000001106,Chloral hydrate 5g/5ml oral solution BP
'8335111000001107,Chloral hydrate 5g/5ml oral solution BP (Special Order)
'8335211000001101,Chloral hydrate 5g/5ml oral solution BP (Special Order)
'8357511000001106,Chloral hydrate 250mg/5ml oral solution BP
'8335411000001102,Chloral hydrate 250mg/5ml oral solution BP
'8336211000001107,Chloral hydrate 250mg/5ml oral solution BP (Special Order)
'8336311000001104,Chloral hydrate 250mg/5ml oral solution BP (Special Order)
'8358111000001101,Chloral hydrate 600mg/5ml oral solution BP
'8335911000001105,Chloral hydrate 600mg/5ml oral solution BP
'8336011000001102,Chloral hydrate 600mg/5ml oral solution BP (Special Order)
'8336111000001101,Chloral hydrate 600mg/5ml oral solution BP (Special Order)
'8357611000001105,Chloral hydrate 300mg/5ml oral solution BP
'8336411000001106,Chloral hydrate 300mg/5ml oral solution BP
'20158111000001105,Chloral hydrate 300mg/5ml oral solution BP
'20158211000001104,Chloral hydrate 300mg/5ml oral solution BP
'8336611000001109,Chloral hydrate 300mg/5ml oral solution BP (Special Order)
'8336811000001108,Chloral hydrate 300mg/5ml oral solution BP (Special Order)
'20158311000001107,Chloral hydrate 300mg/5ml oral solution BP (Special Order)
'20158411000001100,Chloral hydrate 300mg/5ml oral solution BP (Special Order)
'8357711000001101,Chloral hydrate 500mg/5ml oral solution
'8337111000001103,Chloral hydrate 500mg/5ml oral solution
'30938611000001102,Chloral hydrate 500mg/5ml oral solution
'8337311000001101,Chloral hydrate 500mg/5ml oral solution (Drug Tariff Special Order)
'8337511000001107,Chloral hydrate 500mg/5ml oral solution (Drug Tariff Special Order)
'30938711000001106,Chloral hydrate 500mg/5ml oral solution (Drug Tariff Special Order)
'33677511000001101,Chloral hydrate 500mg/5ml mixture BP 2000 (Drug Tariff Special Order)
'33677611000001102,Chloral hydrate 500mg/5ml mixture BP 2000 (Drug Tariff Special Order)
'33677711000001106,Chloral hydrate 500mg/5ml mixture BP 2000 (Drug Tariff Special Order)
'8357911000001104,Chloral hydrate 50mg/5ml oral solution BP
'8337811000001105,Chloral hydrate 50mg/5ml oral solution BP
'8338011000001103,Chloral hydrate 50mg/5ml oral solution BP (Special Order)
