SNOMEDCode,description
'1511811000001104,Amoxicillin 250mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
'828811000001100,Amoxicillin 250mg/5ml oral suspension (Sandoz Ltd)
'1512011000001102,Amoxicillin 250mg/5ml oral suspension (Sandoz Ltd)
'673011000001105,Amoxicillin 250mg/5ml oral suspension (Ranbaxy (UK) Ltd)
'1512311000001104,Amoxicillin 250mg/5ml oral suspension (Ranbaxy (UK) Ltd)
'767611000001107,Amoxicillin 250mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'1512411000001106,Amoxicillin 250mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'9786911000001106,Amoxicillin 250mg/5ml oral suspension (Almus Pharmaceuticals Ltd)
'9787011000001105,Amoxicillin 250mg/5ml oral suspension (Almus Pharmaceuticals Ltd)
'10427411000001100,Amoxicillin 250mg/5ml oral suspension (Arrow Generics Ltd)
'10427511000001101,Amoxicillin 250mg/5ml oral suspension (Arrow Generics Ltd)
'13112811000001106,Amoxicillin 250mg/5ml oral suspension (Dowelhurst Ltd)
'13112911000001101,Amoxicillin 250mg/5ml oral suspension (Dowelhurst Ltd)
'15065511000001104,Amoxicillin 250mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'15065611000001100,Amoxicillin 250mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'15984511000001106,Amoxicillin 250mg/5ml oral suspension (Bristol Laboratories Ltd)
'15984611000001105,Amoxicillin 250mg/5ml oral suspension (Bristol Laboratories Ltd)
'17781711000001107,Amoxicillin 250mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)
'17781811000001104,Amoxicillin 250mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)
'21776211000001103,Amoxicillin 250mg/5ml oral suspension (Waymade Healthcare Plc)
'21776311000001106,Amoxicillin 250mg/5ml oral suspension (Waymade Healthcare Plc)
'22609811000001109,Amoxicillin 250mg/5ml oral suspension (DE Pharmaceuticals)
'22609911000001104,Amoxicillin 250mg/5ml oral suspension (DE Pharmaceuticals)
'28943611000001107,Amoxicillin 250mg/5ml oral suspension (Crescent Pharma Ltd)
'28943711000001103,Amoxicillin 250mg/5ml oral suspension (Crescent Pharma Ltd)
'323740008,Amoxicillin 250mg/5ml oral suspension sugar free
'1031411000001106,Amoxicillin 250mg/5ml oral suspension sugar free
'548011000001109,Amoxicillin 250mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)
'1512511000001105,Amoxicillin 250mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)
'328211000001104,Amoxicillin 250mg/5ml oral suspension sugar free (Actavis UK Ltd)
'1512611000001109,Amoxicillin 250mg/5ml oral suspension sugar free (Actavis UK Ltd)
'520311000001108,Amoxicillin 250mg/5ml oral suspension sugar free (Teva UK Ltd)
'1512711000001100,Amoxicillin 250mg/5ml oral suspension sugar free (Teva UK Ltd)
'252511000001109,Amix 250 oral suspension (Ashbourne Pharmaceuticals Ltd)
'1512811000001108,Amix 250 oral suspension (Ashbourne Pharmaceuticals Ltd)
'284811000001105,Amoram 250mg/5ml oral suspension (LPC Medical (UK) Ltd)
'1512911000001103,Amoram 250mg/5ml oral suspension (LPC Medical (UK) Ltd)
'190111000001106,Galenamox 250mg/5ml oral suspension (Galen Ltd)
'1513011000001106,Galenamox 250mg/5ml oral suspension (Galen Ltd)
'930911000001103,Amoxicillin 250mg/5ml oral suspension sugar free (Mylan)
'1513111000001107,Amoxicillin 250mg/5ml oral suspension sugar free (Mylan)
'203311000001102,Amoxicillin 250mg/5ml oral suspension sugar free (IVAX Pharmaceuticals UK Ltd)
'1513211000001101,Amoxicillin 250mg/5ml oral suspension sugar free (IVAX Pharmaceuticals UK Ltd)
'693411000001108,Amoxicillin 250mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd)
'1513311000001109,Amoxicillin 250mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd)
'689711000001103,Amoxil 250mg/5ml syrup sucrose free (GlaxoSmithKline UK Ltd)
'1513511000001103,Amoxil 250mg/5ml syrup sucrose free (GlaxoSmithKline UK Ltd)
'730511000001101,Amoxicillin 250mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)
'1513711000001108,Amoxicillin 250mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)
'88811000001107,Amoxicillin 250mg/5ml oral suspension sugar free (Sandoz Ltd)
'1598411000001109,Amoxicillin 250mg/5ml oral suspension sugar free (Sandoz Ltd)
'9787311000001108,Amoxicillin 250mg/5ml oral suspension sugar free (Almus Pharmaceuticals Ltd)
'9787411000001101,Amoxicillin 250mg/5ml oral suspension sugar free (Almus Pharmaceuticals Ltd)
'10428411000001101,Amoxicillin 250mg/5ml oral suspension sugar free (Arrow Generics Ltd)
'10428611000001103,Amoxicillin 250mg/5ml oral suspension sugar free (Arrow Generics Ltd)
'13113311000001107,Amoxicillin 250mg/5ml oral suspension sugar free (Dowelhurst Ltd)
'13117811000001109,Amoxicillin 250mg/5ml oral suspension sugar free (Dowelhurst Ltd)
'15984911000001104,Amoxicillin 250mg/5ml oral suspension sugar free (Bristol Laboratories Ltd)
'15985011000001104,Amoxicillin 250mg/5ml oral suspension sugar free (Bristol Laboratories Ltd)
'17782111000001101,Amoxicillin 250mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd)
'17782211000001107,Amoxicillin 250mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd)
'21776011000001108,Amoxicillin 250mg/5ml oral suspension sugar free (Waymade Healthcare Plc)
'21776111000001109,Amoxicillin 250mg/5ml oral suspension sugar free (Waymade Healthcare Plc)
'22610011000001109,Amoxicillin 250mg/5ml oral suspension sugar free (DE Pharmaceuticals)
'22610111000001105,Amoxicillin 250mg/5ml oral suspension sugar free (DE Pharmaceuticals)
'29765211000001109,Amoxicillin 250mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc)
'29765311000001101,Amoxicillin 250mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc)
'35591911000001106,Amoxicillin 250mg/5ml oral suspension sugar free (RX Farma)
'35592011000001104,Amoxicillin 250mg/5ml oral suspension sugar free (RX Farma)
'35852011000001108,Amoxicillin 250mg/5ml oral suspension sugar free (Medreich Plc)
'35852111000001109,Amoxicillin 250mg/5ml oral suspension sugar free (Medreich Plc)
'323732002,Amoxicillin 125mg/5ml oral suspension
'1006611000001106,Amoxicillin 125mg/5ml oral suspension
'634511000001102,Amoxicillin 125mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'1513411000001102,Amoxicillin 125mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'159311000001109,Amoxicillin 125mg/5ml oral suspension (Actavis UK Ltd)
'1513611000001104,Amoxicillin 125mg/5ml oral suspension (Actavis UK Ltd)
'200311000001108,Amoxicillin 125mg/5ml oral suspension (Teva UK Ltd)
'1514011000001108,Amoxicillin 125mg/5ml oral suspension (Teva UK Ltd)
'196111000001109,Almodan 125mg/5ml syrup (Teva UK Ltd)
'1514211000001103,Almodan 125mg/5ml syrup (Teva UK Ltd)
'860211000001109,Amoxicillin 125mg/5ml oral suspension (Mylan)
'1514311000001106,Amoxicillin 125mg/5ml oral suspension (Mylan)
'143211000001100,Amoxicillin 125mg/5ml oral suspension (IVAX Pharmaceuticals UK Ltd)
'1514411000001104,Amoxicillin 125mg/5ml oral suspension (IVAX Pharmaceuticals UK Ltd)
'329011000001104,Amoxicillin 125mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
'1514611000001101,Amoxicillin 125mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
'856111000001107,Amoxicillin 125mg/5ml oral suspension (Sandoz Ltd)
'1514911000001107,Amoxicillin 125mg/5ml oral suspension (Sandoz Ltd)
'144711000001109,Amoxicillin 125mg/5ml oral suspension (Ranbaxy (UK) Ltd)
'1515511000001104,Amoxicillin 125mg/5ml oral suspension (Ranbaxy (UK) Ltd)
'549011000001104,Amoxicillin 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'1515811000001101,Amoxicillin 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'9786511000001104,Amoxicillin 125mg/5ml oral suspension (Almus Pharmaceuticals Ltd)
'9786611000001100,Amoxicillin 125mg/5ml oral suspension (Almus Pharmaceuticals Ltd)
'10426911000001105,Amoxicillin 125mg/5ml oral suspension (Arrow Generics Ltd)
'10427111000001105,Amoxicillin 125mg/5ml oral suspension (Arrow Generics Ltd)
'13112111000001104,Amoxicillin 125mg/5ml oral suspension (Dowelhurst Ltd)
'13112211000001105,Amoxicillin 125mg/5ml oral suspension (Dowelhurst Ltd)
'15984311000001100,Amoxicillin 125mg/5ml oral suspension (Bristol Laboratories Ltd)
'15984411000001107,Amoxicillin 125mg/5ml oral suspension (Bristol Laboratories Ltd)
'17781111000001106,Amoxicillin 125mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)
'17781511000001102,Amoxicillin 125mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)
'21766511000001109,Amoxicillin 125mg/5ml oral suspension (Waymade Healthcare Plc)
'21766611000001108,Amoxicillin 125mg/5ml oral suspension (Waymade Healthcare Plc)
'22609411000001107,Amoxicillin 125mg/5ml oral suspension (DE Pharmaceuticals)
'22609511000001106,Amoxicillin 125mg/5ml oral suspension (DE Pharmaceuticals)
'28943411000001109,Amoxicillin 125mg/5ml oral suspension (Crescent Pharma Ltd)
'28943511000001108,Amoxicillin 125mg/5ml oral suspension (Crescent Pharma Ltd)
'29769411000001106,Amoxicillin 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'29769511000001105,Amoxicillin 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'35901911000001104,Amoxicillin 125mg/5ml oral suspension sugar free
'1197211000001101,Amoxicillin 125mg/5ml oral suspension sugar free
'756511000001100,Amoxicillin 125mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)
'1513811000001100,Amoxicillin 125mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)
'623711000001108,Amoxicillin 125mg/5ml oral suspension sugar free (Actavis UK Ltd)
'1514111000001109,Amoxicillin 125mg/5ml oral suspension sugar free (Actavis UK Ltd)
'222511000001108,Amoxicillin 125mg/5ml oral suspension sugar free (Teva UK Ltd)
'1514811000001102,Amoxicillin 125mg/5ml oral suspension sugar free (Teva UK Ltd)
'774011000001100,Amix 125 oral suspension (Ashbourne Pharmaceuticals Ltd)
'1516111000001102,Amix 125 oral suspension (Ashbourne Pharmaceuticals Ltd)
'42011000001106,Amoram 125mg/5ml oral suspension (LPC Medical (UK) Ltd)
'1517111000001104,Amoram 125mg/5ml oral suspension (LPC Medical (UK) Ltd)
'874611000001105,Galenamox 125mg/5ml oral suspension (Galen Ltd)
'1517611000001107,Galenamox 125mg/5ml oral suspension (Galen Ltd)
'311000001109,Amoxicillin 125mg/5ml oral suspension sugar free (Mylan)
'1518211000001109,Amoxicillin 125mg/5ml oral suspension sugar free (Mylan)
'69611000001101,Amoxicillin 125mg/5ml oral suspension sugar free (IVAX Pharmaceuticals UK Ltd)
'1518611000001106,Amoxicillin 125mg/5ml oral suspension sugar free (IVAX Pharmaceuticals UK Ltd)
'416211000001100,Amoxicillin 125mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd)
'1518911000001100,Amoxicillin 125mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd)
'234411000001104,Amoxil 125mg/5ml syrup sucrose free (GlaxoSmithKline UK Ltd)
'1519211000001104,Amoxil 125mg/5ml syrup sucrose free (GlaxoSmithKline UK Ltd)
'264811000001108,Amoxicillin 125mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)
'1519411000001100,Amoxicillin 125mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)
'709111000001109,Amoxicillin 125mg/5ml oral suspension sugar free (Sandoz Ltd)
'1598311000001102,Amoxicillin 125mg/5ml oral suspension sugar free (Sandoz Ltd)
'9787111000001106,Amoxicillin 125mg/5ml oral suspension sugar free (Almus Pharmaceuticals Ltd)
'9787211000001100,Amoxicillin 125mg/5ml oral suspension sugar free (Almus Pharmaceuticals Ltd)
'10428011000001105,Amoxicillin 125mg/5ml oral suspension sugar free (Arrow Generics Ltd)
'10428211000001100,Amoxicillin 125mg/5ml oral suspension sugar free (Arrow Generics Ltd)
'13112511000001108,Amoxicillin 125mg/5ml oral suspension sugar free (Dowelhurst Ltd)
'13113411000001100,Amoxicillin 125mg/5ml oral suspension sugar free (Dowelhurst Ltd)
'15984711000001101,Amoxicillin 125mg/5ml oral suspension sugar free (Bristol Laboratories Ltd)
'15984811000001109,Amoxicillin 125mg/5ml oral suspension sugar free (Bristol Laboratories Ltd)
'17781911000001109,Amoxicillin 125mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd)
'17782011000001102,Amoxicillin 125mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd)
'21775811000001105,Amoxicillin 125mg/5ml oral suspension sugar free (Waymade Healthcare Plc)
'21775911000001100,Amoxicillin 125mg/5ml oral suspension sugar free (Waymade Healthcare Plc)
'22609611000001105,Amoxicillin 125mg/5ml oral suspension sugar free (DE Pharmaceuticals)
'22609711000001101,Amoxicillin 125mg/5ml oral suspension sugar free (DE Pharmaceuticals)
'29764511000001106,Amoxicillin 125mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc)
'29764711000001101,Amoxicillin 125mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc)
'29993911000001107,Amoxicillin 125mg/5ml oral suspension sugar free (Mawdsley-Brooks & Company Ltd)
'29994011000001105,Amoxicillin 125mg/5ml oral suspension sugar free (Mawdsley-Brooks & Company Ltd)
'35591711000001109,Amoxicillin 125mg/5ml oral suspension sugar free (RX Farma)
'35591811000001101,Amoxicillin 125mg/5ml oral suspension sugar free (RX Farma)
'35852611000001101,Amoxicillin 125mg/5ml oral suspension sugar free (Medreich Plc)
'35852711000001105,Amoxicillin 125mg/5ml oral suspension sugar free (Medreich Plc)
'323464005,Flucloxacillin 250mg capsules
'967311000001109,Flucloxacillin 250mg capsules
'1248411000001109,Flucloxacillin 250mg capsules
'1070611000001102,Flucloxacillin 250mg capsules
'10742011000001104,Flucloxacillin 250mg capsules
'120711000001100,Flucloxacillin 250mg capsules (A A H Pharmaceuticals Ltd)
'1534511000001109,Flucloxacillin 250mg capsules (A A H Pharmaceuticals Ltd)
'1534611000001108,Flucloxacillin 250mg capsules (A A H Pharmaceuticals Ltd)
'1534911000001102,Flucloxacillin 250mg capsules (A A H Pharmaceuticals Ltd)
'12878511000001104,Flucloxacillin 250mg capsules (A A H Pharmaceuticals Ltd)
'699911000001102,Flucloxacillin 250mg capsules (Actavis UK Ltd)
'1536211000001101,Flucloxacillin 250mg capsules (Actavis UK Ltd)
'333211000001105,Flucloxacillin 250mg capsules (Teva UK Ltd)
'1538011000001105,Flucloxacillin 250mg capsules (Teva UK Ltd)
'251311000001107,Fluclomix 250 capsules (Ashbourne Pharmaceuticals Ltd)
'1538311000001108,Fluclomix 250 capsules (Ashbourne Pharmaceuticals Ltd)
'748211000001100,Ladropen 250mg capsules (Teva UK Ltd)
'1538611000001103,Ladropen 250mg capsules (Teva UK Ltd)
'850811000001102,Flucloxacillin 250mg capsules (Mylan)
'1538711000001107,Flucloxacillin 250mg capsules (Mylan)
'1538811000001104,Flucloxacillin 250mg capsules (Mylan)
'1539011000001100,Flucloxacillin 250mg capsules (Mylan)
'194111000001102,Flucloxacillin 250mg capsules (IVAX Pharmaceuticals UK Ltd)
'1539111000001104,Flucloxacillin 250mg capsules (IVAX Pharmaceuticals UK Ltd)
'627011000001100,Flucloxacillin 250mg capsules (Kent Pharmaceuticals Ltd)
'1539311000001102,Flucloxacillin 250mg capsules (Kent Pharmaceuticals Ltd)
'1539511000001108,Flucloxacillin 250mg capsules (Kent Pharmaceuticals Ltd)
'10742111000001103,Flucloxacillin 250mg capsules (Kent Pharmaceuticals Ltd)
'471111000001107,Floxapen 250mg capsules (Actavis UK Ltd)
'1540411000001103,Floxapen 250mg capsules (Actavis UK Ltd)
'1540711000001109,Floxapen 250mg capsules (Actavis UK Ltd)
'916911000001106,Flucloxacillin 250mg capsules (Alliance Healthcare (Distribution) Ltd)
'1541111000001102,Flucloxacillin 250mg capsules (Alliance Healthcare (Distribution) Ltd)
'1541311000001100,Flucloxacillin 250mg capsules (Alliance Healthcare (Distribution) Ltd)
'135511000001102,Flucloxacillin 250mg capsules (Sandoz Ltd)
'1599111000001106,Flucloxacillin 250mg capsules (Sandoz Ltd)
'4330211000001109,Flucloxacillin 250mg capsules (Sandoz Ltd)
'220311000001101,Flucloxacillin 250mg capsules (Ranbaxy (UK) Ltd)
'1623411000001102,Flucloxacillin 250mg capsules (Ranbaxy (UK) Ltd)
'1623511000001103,Flucloxacillin 250mg capsules (Ranbaxy (UK) Ltd)
'9798411000001103,Flucloxacillin 250mg capsules (Almus Pharmaceuticals Ltd)
'9798611000001100,Flucloxacillin 250mg capsules (Almus Pharmaceuticals Ltd)
'10407811000001107,Flucloxacillin 250mg capsules (Arrow Generics Ltd)
'10407911000001102,Flucloxacillin 250mg capsules (Arrow Generics Ltd)
'15087311000001100,Flucloxacillin 250mg capsules (Sigma Pharmaceuticals Plc)
'29865711000001104,Flucloxacillin 250mg capsules (Sigma Pharmaceuticals Plc)
'15087411000001107,Flucloxacillin 250mg capsules (Sigma Pharmaceuticals Plc)
'16050611000001101,Flucloxacillin 250mg capsules (Bristol Laboratories Ltd)
'16050711000001105,Flucloxacillin 250mg capsules (Bristol Laboratories Ltd)
'17908511000001102,Flucloxacillin 250mg capsules (Phoenix Healthcare Distribution Ltd)
'17908611000001103,Flucloxacillin 250mg capsules (Phoenix Healthcare Distribution Ltd)
'17908711000001107,Flucloxacillin 250mg capsules (Phoenix Healthcare Distribution Ltd)
'19193011000001107,Flucloxacillin 250mg capsules (Milpharm Ltd)
'19193111000001108,Flucloxacillin 250mg capsules (Milpharm Ltd)
'19728911000001100,Flucloxacillin 250mg capsules (Medreich Plc)
'19729011000001109,Flucloxacillin 250mg capsules (Medreich Plc)
'21996911000001108,Flucloxacillin 250mg capsules (Waymade Healthcare Plc)
'21997011000001107,Flucloxacillin 250mg capsules (Waymade Healthcare Plc)
'21997111000001108,Flucloxacillin 250mg capsules (Waymade Healthcare Plc)
'23907811000001108,Flucloxacillin 250mg capsules (DE Pharmaceuticals)
'23907911000001103,Flucloxacillin 250mg capsules (DE Pharmaceuticals)
'23908311000001103,Flucloxacillin 250mg capsules (DE Pharmaceuticals)
'30130811000001104,Flucloxacillin 250mg capsules (Mawdsley-Brooks & Company Ltd)
'30130911000001109,Flucloxacillin 250mg capsules (Mawdsley-Brooks & Company Ltd)
'323570001,Ampicillin 250mg capsules
'1079711000001104,Ampicillin 250mg capsules
'1067911000001103,Ampicillin 250mg capsules
'1071911000001101,Ampicillin 250mg capsules
'875911000001100,Ampicillin 250mg capsules (A A H Pharmaceuticals Ltd)
'1535511000001105,Ampicillin 250mg capsules (A A H Pharmaceuticals Ltd)
'1535611000001109,Ampicillin 250mg capsules (A A H Pharmaceuticals Ltd)
'536211000001101,Ampicillin 250mg capsules (Actavis UK Ltd)
'1535911000001103,Ampicillin 250mg capsules (Actavis UK Ltd)
'305911000001106,Ampicillin 250mg capsules (Mylan)
'1536311000001109,Ampicillin 250mg capsules (Mylan)
'1536411000001102,Ampicillin 250mg capsules (Mylan)
'698211000001101,Ampicillin 250mg capsules (Kent Pharmaceuticals Ltd)
'1536611000001104,Ampicillin 250mg capsules (Kent Pharmaceuticals Ltd)
'850311000001106,Penbritin 250mg capsules (Chemidex Pharma Ltd)
'1536811000001100,Penbritin 250mg capsules (Chemidex Pharma Ltd)
'1537011000001109,Penbritin 250mg capsules (Chemidex Pharma Ltd)
'529211000001107,Ampicillin 250mg capsules (Alliance Healthcare (Distribution) Ltd)
'1537111000001105,Ampicillin 250mg capsules (Alliance Healthcare (Distribution) Ltd)
'10382011000001105,Ampicillin 250mg capsules (Arrow Generics Ltd)
'10382111000001106,Ampicillin 250mg capsules (Arrow Generics Ltd)
'10565411000001109,Ampicillin 250mg capsules (Ranbaxy (UK) Ltd)
'10565511000001108,Ampicillin 250mg capsules (Ranbaxy (UK) Ltd)
'13113611000001102,Ampicillin 250mg capsules (Dowelhurst Ltd)
'13113711000001106,Ampicillin 250mg capsules (Dowelhurst Ltd)
'13575311000001108,Ampicillin 250mg capsules (DE Pharmaceuticals)
'13575411000001101,Ampicillin 250mg capsules (DE Pharmaceuticals)
'17782311000001104,Ampicillin 250mg capsules (Phoenix Healthcare Distribution Ltd)
'17782411000001106,Ampicillin 250mg capsules (Phoenix Healthcare Distribution Ltd)
'21776411000001104,Ampicillin 250mg capsules (Waymade Healthcare Plc)
'21776511000001100,Ampicillin 250mg capsules (Waymade Healthcare Plc)
'28944411000001107,Ampicillin 250mg capsules (Crescent Pharma Ltd)
'28944511000001106,Ampicillin 250mg capsules (Crescent Pharma Ltd)
'29769811000001108,Ampicillin 250mg capsules (Sigma Pharmaceuticals Plc)
'29769911000001103,Ampicillin 250mg capsules (Sigma Pharmaceuticals Plc)
'29994111000001106,Ampicillin 250mg capsules (Mawdsley-Brooks & Company Ltd)
'29994211000001100,Ampicillin 250mg capsules (Mawdsley-Brooks & Company Ltd)
'30976211000001103,Ampicillin 250mg capsules (Essential Generics Ltd)
'30976311000001106,Ampicillin 250mg capsules (Essential Generics Ltd)
'323571002,Ampicillin 500mg capsules
'1081111000001106,Ampicillin 500mg capsules
'1182811000001102,Ampicillin 500mg capsules
'443811000001100,Ampicillin 500mg capsules (A A H Pharmaceuticals Ltd)
'1537311000001107,Ampicillin 500mg capsules (A A H Pharmaceuticals Ltd)
'1537411000001100,Ampicillin 500mg capsules (A A H Pharmaceuticals Ltd)
'578311000001106,Ampicillin 500mg capsules (Actavis UK Ltd)
'1537511000001101,Ampicillin 500mg capsules (Actavis UK Ltd)
'217411000001100,Ampicillin 500mg capsules (Mylan)
'1537611000001102,Ampicillin 500mg capsules (Mylan)
'1537711000001106,Ampicillin 500mg capsules (Mylan)
'755311000001101,Ampicillin 500mg capsules (Kent Pharmaceuticals Ltd)
'1538111000001106,Ampicillin 500mg capsules (Kent Pharmaceuticals Ltd)
'597311000001103,Ampicillin 500mg capsules (Alliance Healthcare (Distribution) Ltd)
'1538411000001101,Ampicillin 500mg capsules (Alliance Healthcare (Distribution) Ltd)
'9385411000001106,Penbritin 500mg capsules (Chemidex Pharma Ltd)
'9385511000001105,Penbritin 500mg capsules (Chemidex Pharma Ltd)
'10382211000001100,Ampicillin 500mg capsules (Arrow Generics Ltd)
'10382311000001108,Ampicillin 500mg capsules (Arrow Generics Ltd)
'10565611000001107,Ampicillin 500mg capsules (Ranbaxy (UK) Ltd)
'10565711000001103,Ampicillin 500mg capsules (Ranbaxy (UK) Ltd)
'15066311000001100,Ampicillin 500mg capsules (Sigma Pharmaceuticals Plc)
'15066411000001107,Ampicillin 500mg capsules (Sigma Pharmaceuticals Plc)
'17782711000001100,Ampicillin 500mg capsules (Phoenix Healthcare Distribution Ltd)
'17782811000001108,Ampicillin 500mg capsules (Phoenix Healthcare Distribution Ltd)
'28944611000001105,Ampicillin 500mg capsules (Crescent Pharma Ltd)
'28944711000001101,Ampicillin 500mg capsules (Crescent Pharma Ltd)
'29994311000001108,Ampicillin 500mg capsules (Mawdsley-Brooks & Company Ltd)
'29994411000001101,Ampicillin 500mg capsules (Mawdsley-Brooks & Company Ltd)
'30976411000001104,Ampicillin 500mg capsules (Essential Generics Ltd)
'30976511000001100,Ampicillin 500mg capsules (Essential Generics Ltd)
'323465006,Flucloxacillin 500mg capsules
'1257611000001106,Flucloxacillin 500mg capsules
'956211000001108,Flucloxacillin 500mg capsules
'10742211000001109,Flucloxacillin 500mg capsules
'289411000001107,Flucloxacillin 500mg capsules (A A H Pharmaceuticals Ltd)
'1546311000001108,Flucloxacillin 500mg capsules (A A H Pharmaceuticals Ltd)
'1546611000001103,Flucloxacillin 500mg capsules (A A H Pharmaceuticals Ltd)
'12878811000001101,Flucloxacillin 500mg capsules (A A H Pharmaceuticals Ltd)
'3111000001109,Flucloxacillin 500mg capsules (Actavis UK Ltd)
'1547011000001108,Flucloxacillin 500mg capsules (Actavis UK Ltd)
'833311000001104,Flucloxacillin 500mg capsules (Teva UK Ltd)
'1547211000001103,Flucloxacillin 500mg capsules (Teva UK Ltd)
'499611000001105,Fluclomix 500 capsules (Ashbourne Pharmaceuticals Ltd)
'1547711000001105,Fluclomix 500 capsules (Ashbourne Pharmaceuticals Ltd)
'703911000001109,Ladropen 500mg capsules (Teva UK Ltd)
'1548611000001102,Ladropen 500mg capsules (Teva UK Ltd)
'401911000001101,Flucloxacillin 500mg capsules (Mylan)
'1549311000001101,Flucloxacillin 500mg capsules (Mylan)
'1549511000001107,Flucloxacillin 500mg capsules (Mylan)
'568111000001102,Flucloxacillin 500mg capsules (IVAX Pharmaceuticals UK Ltd)
'10186711000001102,Flucloxacillin 500mg capsules (IVAX Pharmaceuticals UK Ltd)
'1549611000001106,Flucloxacillin 500mg capsules (IVAX Pharmaceuticals UK Ltd)
'590311000001104,Flucloxacillin 500mg capsules (Kent Pharmaceuticals Ltd)
'1549711000001102,Flucloxacillin 500mg capsules (Kent Pharmaceuticals Ltd)
'1549811000001105,Flucloxacillin 500mg capsules (Kent Pharmaceuticals Ltd)
'10744511000001102,Flucloxacillin 500mg capsules (Kent Pharmaceuticals Ltd)
'888011000001100,Floxapen 500mg capsules (Actavis UK Ltd)
'1549911000001100,Floxapen 500mg capsules (Actavis UK Ltd)
'1550011000001109,Floxapen 500mg capsules (Actavis UK Ltd)
'32611000001100,Flucloxacillin 500mg capsules (Alliance Healthcare (Distribution) Ltd)
'1550111000001105,Flucloxacillin 500mg capsules (Alliance Healthcare (Distribution) Ltd)
'3703711000001104,Flucloxacillin 500mg capsules (Alliance Healthcare (Distribution) Ltd)
'770011000001107,Flucloxacillin 500mg capsules (Sandoz Ltd)
'1599211000001100,Flucloxacillin 500mg capsules (Sandoz Ltd)
'4330311000001101,Flucloxacillin 500mg capsules (Sandoz Ltd)
'629811000001103,Flucloxacillin 500mg capsules (Ranbaxy (UK) Ltd)
'1623611000001104,Flucloxacillin 500mg capsules (Ranbaxy (UK) Ltd)
'1623711000001108,Flucloxacillin 500mg capsules (Ranbaxy (UK) Ltd)
'9798911000001106,Flucloxacillin 500mg capsules (Almus Pharmaceuticals Ltd)
'9799311000001104,Flucloxacillin 500mg capsules (Almus Pharmaceuticals Ltd)
'10408011000001100,Flucloxacillin 500mg capsules (Arrow Generics Ltd)
'10408111000001104,Flucloxacillin 500mg capsules (Arrow Generics Ltd)
'15087511000001106,Flucloxacillin 500mg capsules (Sigma Pharmaceuticals Plc)
'29865811000001107,Flucloxacillin 500mg capsules (Sigma Pharmaceuticals Plc)
'15087611000001105,Flucloxacillin 500mg capsules (Sigma Pharmaceuticals Plc)
'16050911000001107,Flucloxacillin 500mg capsules (Bristol Laboratories Ltd)
'16051111000001103,Flucloxacillin 500mg capsules (Bristol Laboratories Ltd)
'17908811000001104,Flucloxacillin 500mg capsules (Phoenix Healthcare Distribution Ltd)
'17908911000001109,Flucloxacillin 500mg capsules (Phoenix Healthcare Distribution Ltd)
'17909011000001100,Flucloxacillin 500mg capsules (Phoenix Healthcare Distribution Ltd)
'19193211000001102,Flucloxacillin 500mg capsules (Milpharm Ltd)
'19193311000001105,Flucloxacillin 500mg capsules (Milpharm Ltd)
'19729111000001105,Flucloxacillin 500mg capsules (Medreich Plc)
