SNOMEDCode,description,bnf_chapter
'19600811000001106,Tacrolimus 5mg/5ml oral suspension (Special Order),802020
'33748811000001109,Tacrolimus 5mg/5ml oral suspension (Special Order),802020
'11649611000001104,Tacrolimus 500microgram modified-release capsules,802020
'11619111000001100,Tacrolimus 500microgram modified-release capsules,802020
'11649511000001103,Tacrolimus 1mg modified-release capsules,802020
'11619411000001105,Tacrolimus 1mg modified-release capsules,802020
'11619511000001109,Tacrolimus 1mg modified-release capsules,802020
'14050811000001107,Tacrolimus 1mg modified-release capsules,802020
'14051311000001108,Tacrolimus 1mg modified-release capsules,802020
'11649711000001108,Tacrolimus 5mg modified-release capsules,802020
'11619911000001102,Tacrolimus 5mg modified-release capsules,802020
'14051511000001102,Tacrolimus 5mg modified-release capsules,802020
'12080511000001109,Azathioprine 125mg/5ml oral suspension,802010
'12068511000001109,Azathioprine 125mg/5ml oral suspension,802010
'12068711000001104,Azathioprine 125mg/5ml oral suspension (Special Order),802010
'12068811000001107,Azathioprine 125mg/5ml oral suspension (Special Order),802010
'12080411000001105,Azathioprine 125mg/5ml oral solution,802010
'12068911000001102,Azathioprine 125mg/5ml oral solution,802010
'12069011000001106,Azathioprine 125mg/5ml oral solution (Special Order),802010
'12069311000001109,Azathioprine 125mg/5ml oral solution (Special Order),802010
'12080711000001104,Azathioprine 175mg/5ml oral suspension,802010
'12069911000001105,Azathioprine 175mg/5ml oral suspension,802010
'12070311000001107,Azathioprine 175mg/5ml oral suspension (Special Order),802010
'12070411000001100,Azathioprine 175mg/5ml oral suspension (Special Order),802010
'12080611000001108,Azathioprine 175mg/5ml oral solution,802010
'12070711000001106,Azathioprine 175mg/5ml oral solution,802010
'12070911000001108,Azathioprine 175mg/5ml oral solution (Special Order),802010
'12078211000001101,Azathioprine 175mg/5ml oral solution (Special Order),802010
'12096911000001103,Azathioprine 17mg/5ml oral suspension,802010
'12092311000001103,Azathioprine 17mg/5ml oral suspension,802010
'12092411000001105,Azathioprine 17mg/5ml oral suspension (Special Order),802010
'12092511000001109,Azathioprine 17mg/5ml oral suspension (Special Order),802010
'12096811000001108,Azathioprine 17mg/5ml oral solution,802010
'12092611000001108,Azathioprine 17mg/5ml oral solution,802010
'12092711000001104,Azathioprine 17mg/5ml oral solution (Special Order),802010
'12092811000001107,Azathioprine 17mg/5ml oral solution (Special Order),802010
'12097111000001103,Azathioprine 200mg/5ml oral suspension,802010
'12092911000001102,Azathioprine 200mg/5ml oral suspension,802010
'12093011000001105,Azathioprine 200mg/5ml oral suspension (Special Order),802010
'12093111000001106,Azathioprine 200mg/5ml oral suspension (Special Order),802010
'12097011000001104,Azathioprine 200mg/5ml oral solution,802010
'12093211000001100,Azathioprine 200mg/5ml oral solution,802010
'12093311000001108,Azathioprine 200mg/5ml oral solution (Special Order),802010
'12093411000001101,Azathioprine 200mg/5ml oral solution (Special Order),802010
'12097311000001101,Azathioprine 35mg/5ml oral suspension,802010
'12093511000001102,Azathioprine 35mg/5ml oral suspension,802010
'12093611000001103,Azathioprine 35mg/5ml oral suspension (Special Order),802010
'12093711000001107,Azathioprine 35mg/5ml oral suspension (Special Order),802010
'12097211000001109,Azathioprine 35mg/5ml oral solution,802010
'12093811000001104,Azathioprine 35mg/5ml oral solution,802010
'12093911000001109,Azathioprine 35mg/5ml oral solution (Special Order),802010
'12094011000001107,Azathioprine 35mg/5ml oral solution (Special Order),802010
'12211811000001105,Azathioprine 37.5mg/5ml oral suspension,802010
'12209511000001105,Azathioprine 37.5mg/5ml oral suspension,802010
'12209611000001109,Azathioprine 37.5mg/5ml oral suspension (Special Order),802010
'12209811000001108,Azathioprine 37.5mg/5ml oral suspension (Special Order),802010
'12211711000001102,Azathioprine 37.5mg/5ml oral solution,802010
'12210311000001106,Azathioprine 37.5mg/5ml oral solution,802010
'12210411000001104,Azathioprine 37.5mg/5ml oral solution (Special Order),802010
'12210511000001100,Azathioprine 37.5mg/5ml oral solution (Special Order),802010
'12211911000001100,Azathioprine 45mg/5ml oral suspension,802010
'12211611000001106,Azathioprine 45mg/5ml oral suspension,802010
'12212311000001105,Azathioprine 45mg/5ml oral suspension (Special Order),802010
'12212511000001104,Azathioprine 45mg/5ml oral suspension (Special Order),802010
'12222011000001100,Azathioprine 4mg/5ml oral suspension,802010
'12213611000001105,Azathioprine 4mg/5ml oral suspension,802010
'12213811000001109,Azathioprine 4mg/5ml oral suspension (Special Order),802010
'12213911000001104,Azathioprine 4mg/5ml oral suspension (Special Order),802010
'12222211000001105,Azathioprine 70mg/5ml oral suspension,802010
'12214411000001105,Azathioprine 70mg/5ml oral suspension,802010
'12214511000001109,Azathioprine 70mg/5ml oral suspension (Special Order),802010
'12214611000001108,Azathioprine 70mg/5ml oral suspension (Special Order),802010
'12222411000001109,Azathioprine 7mg/5ml oral suspension,802010
'12214711000001104,Azathioprine 7mg/5ml oral suspension,802010
'12214811000001107,Azathioprine 7mg/5ml oral suspension (Special Order),802010
'12214911000001102,Azathioprine 7mg/5ml oral suspension (Special Order),802010
'12222611000001107,Azathioprine 80mg/5ml oral suspension,802010
'12215011000001102,Azathioprine 80mg/5ml oral suspension,802010
'12215111000001101,Azathioprine 80mg/5ml oral suspension (Special Order),802010
'12215211000001107,Azathioprine 80mg/5ml oral suspension (Special Order),802010
'12221811000001102,Azathioprine 45mg/5ml oral solution,802010
'12215311000001104,Azathioprine 45mg/5ml oral solution,802010
'12215411000001106,Azathioprine 45mg/5ml oral solution (Special Order),802010
'12215511000001105,Azathioprine 45mg/5ml oral solution (Special Order),802010
'12221911000001107,Azathioprine 4mg/5ml oral solution,802010
'12215811000001108,Azathioprine 4mg/5ml oral solution,802010
'12216011000001106,Azathioprine 4mg/5ml oral solution (Special Order),802010
'12216111000001107,Azathioprine 4mg/5ml oral solution (Special Order),802010
'12222111000001104,Azathioprine 70mg/5ml oral solution,802010
'12217211000001104,Azathioprine 70mg/5ml oral solution,802010
'12217411000001100,Azathioprine 70mg/5ml oral solution (Special Order),802010
'12217511000001101,Azathioprine 70mg/5ml oral solution (Special Order),802010
'12222311000001102,Azathioprine 7mg/5ml oral solution,802010
'12217711000001106,Azathioprine 7mg/5ml oral solution,802010
'12217811000001103,Azathioprine 7mg/5ml oral solution (Special Order),802010
'12217911000001108,Azathioprine 7mg/5ml oral solution (Special Order),802010
'12222511000001108,Azathioprine 80mg/5ml oral solution,802010
'12218011000001105,Azathioprine 80mg/5ml oral solution,802010
'12218111000001106,Azathioprine 80mg/5ml oral solution (Special Order),802010
'12218211000001100,Azathioprine 80mg/5ml oral solution (Special Order),802010
'13000311000001106,Mycophenolate mofetil 100mg/5ml oral suspension,802010
'12984111000001104,Mycophenolate mofetil 100mg/5ml oral suspension,802010
'12984311000001102,Mycophenolate mofetil 100mg/5ml oral suspension (Special Order),802010
'12984511000001108,Mycophenolate mofetil 100mg/5ml oral suspension (Special Order),802010
'13000411000001104,Mycophenolate mofetil 125mg/5ml oral suspension,802010
'12984711000001103,Mycophenolate mofetil 125mg/5ml oral suspension,802010
'12984911000001101,Mycophenolate mofetil 125mg/5ml oral suspension (Special Order),802010
'12985111000001100,Mycophenolate mofetil 125mg/5ml oral suspension (Special Order),802010
'13000511000001100,Mycophenolate mofetil 250mg/5ml oral suspension,802010
'12986011000001105,Mycophenolate mofetil 250mg/5ml oral suspension,802010
'12986311000001108,Mycophenolate mofetil 250mg/5ml oral suspension (Special Order),802010
'12986411000001101,Mycophenolate mofetil 250mg/5ml oral suspension (Special Order),802010
'13000611000001101,Mycophenolate mofetil 300mg/5ml oral suspension,802010
'12986811000001104,Mycophenolate mofetil 300mg/5ml oral suspension,802010
'12987211000001103,Mycophenolate mofetil 300mg/5ml oral suspension (Special Order),802010
'12987311000001106,Mycophenolate mofetil 300mg/5ml oral suspension (Special Order),802010
'13000711000001105,Mycophenolate mofetil 500mg/5ml oral suspension,802010
'12987711000001105,Mycophenolate mofetil 500mg/5ml oral suspension,802010
'12988111000001105,Mycophenolate mofetil 500mg/5ml oral suspension (Special Order),802010
'12988211000001104,Mycophenolate mofetil 500mg/5ml oral suspension (Special Order),802010
'13303311000001101,Tacrolimus 2mg/5ml oral suspension,802020
'13281911000001107,Tacrolimus 2mg/5ml oral suspension,802020
'13282011000001100,Tacrolimus 2mg/5ml oral suspension (Special Order),802020
'13282111000001104,Tacrolimus 2mg/5ml oral suspension (Special Order),802020
'13573411000001100,Tacrolimus 500micrograms/5ml oral suspension,802020
'13571911000001107,Tacrolimus 500micrograms/5ml oral suspension,802020
'13572011000001100,Tacrolimus 500micrograms/5ml oral suspension (Special Order),802020
'13572111000001104,Tacrolimus 500micrograms/5ml oral suspension (Special Order),802020
'13648411000001104,Tacrolimus 25mg/5ml oral solution,802020
'13645411000001109,Tacrolimus 25mg/5ml oral solution,802020
'13645511000001108,Tacrolimus 25mg/5ml oral solution (Special Order),802020
'13645611000001107,Tacrolimus 25mg/5ml oral solution (Special Order),802020
'13648511000001100,Tacrolimus 25mg/5ml oral suspension,802020
'13645711000001103,Tacrolimus 25mg/5ml oral suspension,802020
'13645811000001106,Tacrolimus 25mg/5ml oral suspension (Special Order),802020
'13645911000001101,Tacrolimus 25mg/5ml oral suspension (Special Order),802020
'15614511000001109,Tacrolimus 3mg modified-release capsules,802020
'15603711000001103,Tacrolimus 3mg modified-release capsules,802020
'16035911000001102,Azathioprine 250mg/5ml oral solution,802010
'16012211000001106,Azathioprine 250mg/5ml oral solution,802010
'16012511000001109,Azathioprine 250mg/5ml oral solution (Special Order),802010
'16012811000001107,Azathioprine 250mg/5ml oral solution (Special Order),802010
'16036011000001105,Azathioprine 250mg/5ml oral suspension,802010
'16014611000001100,Azathioprine 250mg/5ml oral suspension,802010
'16014711000001109,Azathioprine 250mg/5ml oral suspension (Special Order),802010
'16014811000001101,Azathioprine 250mg/5ml oral suspension (Special Order),802010
'16658211000001106,Tacrolimus 200microgram granules sachets sugar free,802020
'16658311000001103,Tacrolimus 200microgram granules sachets sugar free,802020
'16658411000001105,Modigraf 0.2mg granules sachets (Astellas Pharma Ltd),802020
'16658511000001109,Modigraf 0.2mg granules sachets (Astellas Pharma Ltd),802020
'16658611000001108,Tacrolimus 1mg granules sachets sugar free,802020
'16658711000001104,Tacrolimus 1mg granules sachets sugar free,802020
'16658811000001107,Modigraf 1mg granules sachets (Astellas Pharma Ltd),802020
'16658911000001102,Modigraf 1mg granules sachets (Astellas Pharma Ltd),802020
'18430811000001103,Sirolimus 500microgram tablets,802020
'18401511000001101,Sirolimus 500microgram tablets,802020
'18401611000001102,Rapamune 0.5mg tablets (Pfizer Ltd),802020
'18401711000001106,Rapamune 0.5mg tablets (Pfizer Ltd),802020
'21210811000001100,Tacrolimus 0.1% in Carmellose gelatin paste,
'21210911000001105,Tacrolimus 0.1% in Carmellose gelatin paste,
'21211211000001107,Tacrolimus 0.1% in Carmellose gelatin paste,
'31149911000001109,Tacrolimus 0.1% in Carmellose gelatin paste,
'21211011000001102,Tacrolimus 0.1% in Carmellose gelatin paste (Special Order),
'21211111000001101,Tacrolimus 0.1% in Carmellose gelatin paste (Special Order),
'21211311000001104,Tacrolimus 0.1% in Carmellose gelatin paste (Special Order),
'31150011000001100,Tacrolimus 0.1% in Carmellose gelatin paste (Special Order),
'21211411000001106,Tacrolimus 0.3% in Carmellose gelatin paste,
'21211511000001105,Tacrolimus 0.3% in Carmellose gelatin paste,
'21211611000001109,Tacrolimus 0.3% in Carmellose gelatin paste,
'35205711000001103,Tacrolimus 0.3% in Carmellose gelatin paste,
'21211711000001100,Tacrolimus 0.3% in Carmellose gelatin paste (Special Order),
'21211811000001108,Tacrolimus 0.3% in Carmellose gelatin paste (Special Order),
'21211911000001103,Tacrolimus 0.3% in Carmellose gelatin paste (Special Order),
'35205811000001106,Tacrolimus 0.3% in Carmellose gelatin paste (Special Order),
'21305711000001107,Tacrolimus 800micrograms/5ml oral solution,802020
'21303111000001105,Tacrolimus 800micrograms/5ml oral solution,802020
'21303211000001104,Tacrolimus 800micrograms/5ml oral solution (Special Order),802020
'21303311000001107,Tacrolimus 800micrograms/5ml oral solution (Special Order),802020
'23612111000001104,Tacrolimus 900micrograms/5ml oral suspension,802020
'23609611000001103,Tacrolimus 900micrograms/5ml oral suspension,802020
'23609711000001107,Tacrolimus 900micrograms/5ml oral suspension (Special Order),802020
'23609811000001104,Tacrolimus 900micrograms/5ml oral suspension (Special Order),802020
'28808811000001101,Tacrolimus 1mg modified-release tablets,802020
'28791711000001104,Tacrolimus 1mg modified-release tablets,802020
'28791811000001107,Envarsus 1mg modified-release tablets (Chiesi Ltd),802020
'28791911000001102,Envarsus 1mg modified-release tablets (Chiesi Ltd),802020
'28809011000001102,Tacrolimus 750microgram modified-release tablets,802020
'28792011000001109,Tacrolimus 750microgram modified-release tablets,802020
'28792111000001105,Envarsus 750microgram modified-release tablets (Chiesi Ltd),802020
'28792211000001104,Envarsus 750microgram modified-release tablets (Chiesi Ltd),802020
'28808911000001106,Tacrolimus 4mg modified-release tablets,802020
'28792311000001107,Tacrolimus 4mg modified-release tablets,802020
'28792411000001100,Envarsus 4mg modified-release tablets (Chiesi Ltd),802020
'28792511000001101,Envarsus 4mg modified-release tablets (Chiesi Ltd),802020
'28947711000001108,Tacrolimus 750microgram capsules,802020
'28800511000001102,Tacrolimus 750microgram capsules,802020
'28800611000001103,Adoport 0.75mg capsules (Sandoz Ltd),802020
'28800711000001107,Adoport 0.75mg capsules (Sandoz Ltd),802020
'28947611000001104,Tacrolimus 2mg capsules,802020
'28800811000001104,Tacrolimus 2mg capsules,802020
'28800911000001109,Adoport 2mg capsules (Sandoz Ltd),802020
'28801011000001101,Adoport 2mg capsules (Sandoz Ltd),802020
'31002111000001104,Azathioprine 65mg/5ml oral suspension,802010
'30999911000001108,Azathioprine 65mg/5ml oral suspension,802010
'31000011000001104,Azathioprine 65mg/5ml oral suspension (Special Order),802010
'31000211000001109,Azathioprine 65mg/5ml oral suspension (Special Order),802010
'36630711000001100,Tacrolimus 2mg suppositories,802020
'36616811000001101,Tacrolimus 2mg suppositories,802020
'36616911000001106,Tacrolimus 2mg suppositories (Special Order),802020
'36617011000001105,Tacrolimus 2mg suppositories (Special Order),802020
